name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,selling_price_lakhs,engine_bin,mileage_bin,car_age,fuel_encoded,seller_type_encoded,transmission_encoded,owner_encoded,engine_bin_encoded,mileage_bin_encoded
Hyundai i10 Era,2011,160000.0,60000.0,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,1.6,1000-1500cc,15-20 kmpl,13,3,1,1,0,0,1
Honda City i DTEC VX,2015,670000.0,60000.0,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,5.0,6.7,1000-1500cc,25-30 kmpl,9,1,1,1,0,0,3
Maruti Swift ZDi,2014,430000.0,90000.0,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,4.3,1000-1500cc,20-25 kmpl,10,1,1,1,0,0,2
Hyundai Xcent 1.2 Kappa Base,2015,375000.0,30000.0,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5.0,3.75,1000-1500cc,15-20 kmpl,9,3,1,1,0,0,1
Hyundai i20 Asta Option 1.2,2016,650000.0,35000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,6.5,1000-1500cc,15-20 kmpl,8,3,1,1,0,0,1
Maruti Swift Dzire LDI,2016,500000.0,35000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,5.0,1000-1500cc,25-30 kmpl,8,1,1,1,0,0,3
Mahindra XUV500 W10 2WD,2017,1200000.0,25000.0,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,12.0,2000-2500cc,15-20 kmpl,7,1,1,1,0,2,1
Volkswagen Ameo 1.5 TDI Comfortline,2018,600000.0,40000.0,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,5.0,6.0,1000-1500cc,20-25 kmpl,6,1,1,1,0,0,2
Hyundai Creta 1.6 CRDi SX Plus,2017,1200000.0,25000.0,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,12.0,1500-2000cc,15-20 kmpl,7,1,1,1,0,1,1
Hyundai Grand i10 Sportz,2017,550000.0,23456.0,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5.0,5.5,1000-1500cc,15-20 kmpl,7,3,0,1,0,0,1
Mahindra XUV500 W10 2WD,2015,1200000.0,39000.0,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,7.0,12.0,2000-2500cc,15-20 kmpl,9,1,0,1,0,2,1
Honda WR-V i-VTEC S,2017,700000.0,15000.0,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,5.0,7.0,1000-1500cc,15-20 kmpl,7,3,1,1,0,0,1
Maruti Swift Dzire VDI,2013,530000.0,40000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,5.3,1000-1500cc,20-25 kmpl,11,1,1,1,0,0,2
Chevrolet Beat LT,2010,150000.0,70000.0,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5.0,1.5,1000-1500cc,15-20 kmpl,14,3,1,1,0,0,1
Maruti Swift Dzire VXI,2014,475000.0,40000.0,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0,4.75,1000-1500cc,15-20 kmpl,10,3,1,1,0,0,1
Mahindra Scorpio SLX 4WD,2008,375000.0,136500.0,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609.0,120.0,7.0,3.75,2500-3000cc,10-15 kmpl,16,1,1,1,1,3,0
Mahindra KUV 100 mFALCON D75 K6 Plus,2016,425000.0,70000.0,Diesel,Individual,Manual,Second Owner,25.32,1198.0,77.0,6.0,4.25,1000-1500cc,25-30 kmpl,8,1,1,1,2,0,3
Honda City i DTEC VX,2015,800000.0,90000.0,Diesel,Individual,Manual,Second Owner,25.1,1498.0,98.6,5.0,8.0,1000-1500cc,25-30 kmpl,9,1,1,1,2,0,3
Maruti 800 DX,1996,110000.0,32000.0,Petrol,Individual,Manual,Second Owner,16.1,796.0,47.3,5.0,1.1,<1000cc,15-20 kmpl,28,3,1,1,2,4,1
Maruti Wagon R AMT VXI Option,2018,509999.0,11500.0,Petrol,Individual,Automatic,Second Owner,20.51,998.0,67.0,5.0,5.09999,<1000cc,20-25 kmpl,6,3,1,0,2,4,2
Toyota Etios Liva VD,2015,387000.0,155000.0,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5.0,3.87,1000-1500cc,20-25 kmpl,9,1,1,1,0,0,2
Maruti Alto 800 VXI,2014,235000.0,25000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,2.35,<1000cc,20-25 kmpl,10,3,1,1,0,4,2
Tata Sumo SE Plus BSII,2000,110000.0,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,12.2,1948.0,68.0,7.0,1.1,1500-2000cc,10-15 kmpl,24,1,1,1,1,1,0
Maruti Swift Vdi BSIII,2010,340000.0,110000.0,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5.0,3.4,1000-1500cc,15-20 kmpl,14,1,1,1,4,0,1
Mahindra XUV500 W6 2WD,2016,1000000.0,100000.0,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,10.0,2000-2500cc,15-20 kmpl,8,1,1,1,0,2,1
Ford Ikon 1.4 TDCi DuraTorq,2009,160000.0,115000.0,Diesel,Individual,Manual,Second Owner,13.8,1399.0,68.0,5.0,1.6,1000-1500cc,10-15 kmpl,15,1,1,1,2,0,0
Mahindra Scorpio SLX 4WD LE,2008,365000.0,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609.0,120.0,7.0,3.65,2500-3000cc,10-15 kmpl,16,1,1,1,1,3,0
Skoda Fabia 1.2L Diesel Elegance,2011,300000.0,155000.0,Diesel,Individual,Manual,Second Owner,20.86,1199.0,75.0,5.0,3.0,1000-1500cc,20-25 kmpl,13,1,1,1,2,0,2
Maruti Swift Vdi BSIII,2008,260000.0,90000.0,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,2.6,1000-1500cc,15-20 kmpl,16,1,1,1,2,0,1
Honda Jazz V CVT,2018,860000.0,40000.0,Petrol,Individual,Automatic,First Owner,18.2,1199.0,88.7,5.0,8.6,1000-1500cc,15-20 kmpl,6,3,1,0,0,0,1
Hyundai Verna 1.6 Xi ABS,2008,114999.0,55000.0,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5.0,1.14999,1500-2000cc,10-15 kmpl,16,3,1,1,2,1,0
Maruti Alto LXi,2007,110000.0,90000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,47.3,5.0,1.1,<1000cc,15-20 kmpl,17,3,1,1,2,4,1
Volkswagen Vento 1.5 TDI Highline,2014,565000.0,111000.0,Diesel,Individual,Manual,First Owner,20.34,1498.0,103.2,5.0,5.65,1000-1500cc,20-25 kmpl,10,1,1,1,0,0,2
Mahindra Xylo E4 BS III,2013,450000.0,120000.0,Diesel,Individual,Manual,Second Owner,11.68,2498.0,112.0,7.0,4.5,2000-2500cc,10-15 kmpl,11,1,1,1,2,2,0
Maruti Baleno Zeta 1.2,2017,625000.0,15000.0,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,6.25,1000-1500cc,20-25 kmpl,7,3,1,1,0,0,2
Maruti Alto 800 VXI,2016,280000.0,30000.0,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,2.8,<1000cc,20-25 kmpl,8,3,1,1,2,4,2
Maruti Alto K10 VXI,2017,330000.0,50000.0,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,3.3,<1000cc,20-25 kmpl,7,3,1,1,0,4,2
Hyundai Creta 1.6 CRDi Anniversary Edition,2015,1200000.0,40000.0,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,12.0,1500-2000cc,15-20 kmpl,9,1,1,1,0,1,1
Tata Indica V2 GLX BSIII,2008,110000.0,50000.0,Petrol,Individual,Manual,Second Owner,15.3,1396.0,70.0,5.0,1.1,1000-1500cc,15-20 kmpl,16,3,1,1,2,0,1
Tata Tiago 1.2 Revotron XZ,2018,480000.0,45000.0,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,5.0,4.8,1000-1500cc,20-25 kmpl,6,3,1,1,2,0,2
Tata Tiago 1.05 Revotorq XZ,2016,400000.0,35000.0,Diesel,Individual,Manual,Second Owner,27.28,1047.0,69.0,5.0,4.0,1000-1500cc,25-30 kmpl,8,1,1,1,2,0,3
Tata New Safari DICOR 2.2 GX 4x2,2009,500000.0,80000.0,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,7.0,5.0,2000-2500cc,10-15 kmpl,15,1,1,1,0,2,0
Mahindra Xylo E4 ABS BS IV,2012,320000.0,120000.0,Diesel,Individual,Manual,First Owner,11.68,2498.0,112.0,7.0,3.2,2000-2500cc,10-15 kmpl,12,1,1,1,0,2,0
Mahindra XUV500 W8 2WD,2014,750000.0,90000.0,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,7.5,2000-2500cc,15-20 kmpl,10,1,1,1,2,2,1
Mahindra Bolero Power Plus SLE,2017,620000.0,100000.0,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,6.2,1000-1500cc,15-20 kmpl,7,1,1,1,0,0,1
Maruti Swift Dzire ZDi,2011,300000.0,120000.0,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5.0,3.0,1000-1500cc,15-20 kmpl,13,1,1,1,4,0,1
Hyundai Creta 1.6 SX Option Executive,2018,1200000.0,15000.0,Petrol,Individual,Manual,First Owner,15.8,1591.0,121.3,5.0,12.0,1500-2000cc,15-20 kmpl,6,3,1,1,0,1,1
Maruti Alto 800 LX,2017,282000.0,15000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,2.82,<1000cc,20-25 kmpl,7,3,1,1,0,4,2
Maruti Swift Dzire AMT VXI,2017,700000.0,15000.0,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,7.0,1000-1500cc,20-25 kmpl,7,3,1,0,0,0,2
Ford Figo Aspire 1.5 TDCi Titanium,2017,700000.0,70000.0,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,7.0,1000-1500cc,25-30 kmpl,7,1,1,1,0,0,3
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000.0,135000.0,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,6.0,1000-1500cc,20-25 kmpl,9,1,1,1,0,0,2
Skoda Rapid 1.6 TDI Ambition,2012,290000.0,80000.0,Diesel,Individual,Manual,Second Owner,20.5,1598.0,103.5,5.0,2.9,1500-2000cc,20-25 kmpl,12,1,1,1,2,1,2
Chevrolet Cruze LTZ AT,2011,430000.0,80000.0,Diesel,Individual,Automatic,Second Owner,18.1,1991.0,147.9,5.0,4.3,1500-2000cc,15-20 kmpl,13,1,1,0,2,1,1
Hyundai i20 1.2 Magna Executive,2017,575000.0,19000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,5.75,1000-1500cc,15-20 kmpl,7,3,1,1,0,0,1
Hyundai Creta 1.6 VTVT E Plus,2017,875000.0,42000.0,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,5.0,8.75,1500-2000cc,15-20 kmpl,7,3,1,1,0,1,1
Maruti Wagon R LXI BSIII,2010,180000.0,77000.0,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,1.8,<1000cc,15-20 kmpl,14,3,1,1,0,4,1
Maruti Ritz VDi,2012,229999.0,120000.0,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0,2.29999,1000-1500cc,20-25 kmpl,12,1,1,1,0,0,2
Toyota Glanza G CVT,2019,800000.0,11500.0,Petrol,Individual,Automatic,First Owner,19.56,1197.0,81.8,5.0,8.0,1000-1500cc,15-20 kmpl,5,3,1,0,0,0,1
Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2009,110000.0,110000.0,Petrol,Individual,Manual,Third Owner,16.5,995.0,63.0,5.0,1.1,<1000cc,15-20 kmpl,15,3,1,1,4,4,1
Maruti SX4 Vxi BSIII,2009,150000.0,110000.0,Petrol,Individual,Manual,First Owner,15.0,1586.0,104.68,5.0,1.5,1500-2000cc,10-15 kmpl,15,3,1,1,0,1,0
Tata Indigo Grand Dicor,2007,110000.0,90000.0,Diesel,Individual,Manual,Third Owner,23.57,1396.0,70.0,5.0,1.1,1000-1500cc,20-25 kmpl,17,1,1,1,4,0,2
Hyundai Creta 1.6 Gamma SX Plus,2015,900000.0,90000.0,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,5.0,9.0,1500-2000cc,15-20 kmpl,9,3,1,1,0,1,1
Hyundai i20 1.4 Asta Option,2018,850000.0,50000.0,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,8.5,1000-1500cc,20-25 kmpl,6,1,1,1,0,0,2
Chevrolet Beat Diesel LT,2014,220000.0,50000.0,Diesel,Individual,Manual,First Owner,25.44,936.0,56.3,5.0,2.2,<1000cc,25-30 kmpl,10,1,1,1,0,4,3
Maruti Alto 800 LXI,2014,250000.0,40000.0,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,2.5,<1000cc,20-25 kmpl,10,3,1,1,2,4,2
Tata Indica Vista Quadrajet LS,2012,125000.0,120000.0,Diesel,Individual,Manual,First Owner,22.3,1248.0,74.0,5.0,1.25,1000-1500cc,20-25 kmpl,12,1,1,1,0,0,2
Tata Tiago 1.2 Revotron XT,2017,400000.0,40000.0,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,4.0,1000-1500cc,20-25 kmpl,7,3,1,1,0,0,2
Maruti 800 Std,2002,110000.0,62000.0,Petrol,Individual,Manual,First Owner,16.1,796.0,47.3,5.0,1.1,<1000cc,15-20 kmpl,22,3,1,1,0,4,1
Hyundai Verna VTVT 1.6 SX Option,2018,1000000.0,11500.0,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5.0,10.0,1500-2000cc,15-20 kmpl,6,3,1,1,0,1,1
Honda City i DTEC VX,2014,600000.0,155000.0,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,5.0,6.0,1000-1500cc,25-30 kmpl,10,1,1,1,0,0,3
Hyundai i20 1.2 Asta,2010,250000.0,60000.0,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0,2.5,1000-1500cc,15-20 kmpl,14,3,1,1,0,0,1
Mahindra Bolero SLE,2009,310000.0,110000.0,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,3.1,2500-3000cc,10-15 kmpl,15,1,1,1,0,3,0
Maruti Wagon R VXI,2005,120000.0,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998.0,67.1,5.0,1.2,<1000cc,15-20 kmpl,19,3,1,1,1,4,1
Mahindra Xylo E4 BS III,2014,390000.0,78000.0,Diesel,Individual,Manual,First Owner,11.68,2498.0,112.0,7.0,3.9,2000-2500cc,10-15 kmpl,10,1,1,1,0,2,0
Hyundai Santro Sportz BSIV,2019,458000.0,30000.0,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,4.58,1000-1500cc,20-25 kmpl,5,3,1,1,0,0,2
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,950000.0,20000.0,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,9.5,1000-1500cc,20-25 kmpl,6,1,1,1,0,0,2
Maruti Swift Dzire VXI 1.2 BS IV,2017,650000.0,21000.0,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,6.5,1000-1500cc,20-25 kmpl,7,3,1,1,0,0,2
Maruti Swift Star VDI,2013,400000.0,70000.0,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,4.0,1000-1500cc,20-25 kmpl,11,1,1,1,0,0,2
Hyundai Grand i10 AT Asta,2015,400000.0,70000.0,Petrol,Individual,Automatic,Second Owner,18.9,1197.0,82.0,5.0,4.0,1000-1500cc,15-20 kmpl,9,3,1,0,2,0,1
Maruti Alto LX,2006,110000.0,42500.0,Petrol,Individual,Manual,First Owner,19.7,796.0,47.3,5.0,1.1,<1000cc,15-20 kmpl,18,3,1,1,0,4,1
Hyundai i10 Asta,2012,350000.0,25000.0,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,3.5,1000-1500cc,20-25 kmpl,12,3,1,1,0,0,2
Tata Aria Prestige 4x2,2013,450000.0,80000.0,Diesel,Individual,Manual,Second Owner,13.7,2197.0,138.1,7.0,4.5,2000-2500cc,10-15 kmpl,11,1,1,1,2,2,0
Mahindra Scorpio 2.6 DX,2006,350000.0,90000.0,Diesel,Individual,Manual,First Owner,12.7,2609.0,116.6,7.0,3.5,2500-3000cc,10-15 kmpl,18,1,1,1,0,3,0
Volkswagen Polo Diesel Trendline 1.2L,2010,250000.0,80000.0,Diesel,Individual,Manual,Fourth & Above Owner,22.07,1199.0,73.9,5.0,2.5,1000-1500cc,20-25 kmpl,14,1,1,1,1,0,2
Mahindra Bolero 2011-2019 ZLX,2013,450000.0,146000.0,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,4.5,2500-3000cc,15-20 kmpl,11,1,1,1,2,3,1
Maruti 800 AC BSIII,2013,157000.0,47200.0,Petrol,Individual,Manual,Third Owner,16.1,796.0,47.3,5.0,1.57,<1000cc,15-20 kmpl,11,3,1,1,4,4,1
Mahindra XUV500 W11 Option BSIV,2018,1200000.0,60000.0,Diesel,Individual,Manual,First Owner,15.1,2179.0,147.9,7.0,12.0,2000-2500cc,15-20 kmpl,6,1,1,1,0,2,1
Tata Indica GLS BS IV,2007,110000.0,100000.0,Petrol,Individual,Manual,Second Owner,15.3,1193.0,65.3,5.0,1.1,1000-1500cc,15-20 kmpl,17,3,1,1,2,0,1
Chevrolet Tavera B1-10 seats BSII,2010,280000.0,100000.0,Diesel,Individual,Manual,Second Owner,14.8,2499.0,80.0,7.0,2.8,2000-2500cc,10-15 kmpl,14,1,1,1,2,2,0
Tata Sumo CX,2012,250999.0,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,15.3,2956.0,83.8,7.0,2.50999,2500-3000cc,15-20 kmpl,12,1,1,1,1,3,1
Toyota Corolla Altis 1.8 Sport,2010,350000.0,80000.0,Petrol,Individual,Manual,Second Owner,12.5,1794.0,132.0,5.0,3.5,1500-2000cc,10-15 kmpl,14,3,1,1,2,1,0
Renault KWID 1.0 RXT Optional,2016,300000.0,34000.0,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,3.0,<1000cc,20-25 kmpl,8,3,1,1,0,4,2
Renault Duster 85PS Diesel RxS,2017,819999.0,50000.0,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0,8.19999,1000-1500cc,15-20 kmpl,7,1,1,1,0,0,1
Tata Indigo TDI,2010,409999.0,100000.0,Diesel,Individual,Manual,Second Owner,19.61,1405.0,70.0,5.0,4.09999,1000-1500cc,15-20 kmpl,14,1,1,1,2,0,1
Hyundai Verna 1.6 Xi ABS,2008,275000.0,52000.0,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5.0,2.75,1500-2000cc,10-15 kmpl,16,3,1,1,2,1,0
Maruti Ertiga VDI,2013,497000.0,110000.0,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,4.97,1000-1500cc,20-25 kmpl,11,1,1,1,0,0,2
Hyundai i20 Asta 1.2,2015,500000.0,70000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,5.0,1000-1500cc,15-20 kmpl,9,3,1,1,0,0,1
Mahindra Bolero 2011-2019 Camper,2006,170000.0,120000.0,Diesel,Individual,Manual,Second Owner,14.0,2523.0,83.0,7.0,1.7,2500-3000cc,10-15 kmpl,18,1,1,1,2,3,0
Isuzu MUX 2WD,2019,1200000.0,11500.0,Diesel,Individual,Automatic,First Owner,13.8,2999.0,147.9,7.0,12.0,2500-3000cc,10-15 kmpl,5,1,1,0,0,3,0
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,975000.0,30000.0,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,9.75,1000-1500cc,20-25 kmpl,5,1,1,1,0,0,2
Ford Aspire Trend Plus,2018,620000.0,15000.0,Petrol,Individual,Manual,First Owner,20.4,1194.0,94.93,5.0,6.2,1000-1500cc,20-25 kmpl,6,3,1,1,0,0,2
Honda City i-VTEC CVT ZX,2019,1200000.0,11500.0,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5.0,12.0,1000-1500cc,15-20 kmpl,5,3,1,0,0,0,1
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000.0,40000.0,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,9.5,1000-1500cc,20-25 kmpl,6,1,1,1,0,0,2
MG Hector Smart DCT,2019,1200000.0,16500.0,Petrol,Dealer,Automatic,First Owner,13.96,1451.0,141.0,5.0,12.0,1000-1500cc,10-15 kmpl,5,3,0,0,0,0,0
Maruti Ertiga VDI,2014,545000.0,110000.0,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,5.45,1000-1500cc,20-25 kmpl,10,1,1,1,0,0,2
Maruti Swift VDI,2011,400000.0,72000.0,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,4.0,1000-1500cc,20-25 kmpl,13,1,1,1,0,0,2
Maruti Baleno Sigma 1.3,2015,562000.0,60000.0,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,5.62,1000-1500cc,25-30 kmpl,9,1,1,1,0,0,3
Tata Sumo SE,2002,110000.0,120000.0,Diesel,Individual,Manual,First Owner,14.07,2956.0,83.1,7.0,1.1,2500-3000cc,10-15 kmpl,22,1,1,1,0,3,0
Mitsubishi Lancer 2.0 LXd,1999,155000.0,100000.0,Diesel,Individual,Manual,Third Owner,14.8,1998.0,68.0,5.0,1.55,1500-2000cc,10-15 kmpl,25,1,1,1,4,1,0
Ford Fiesta 1.5 TDCi Titanium,2015,590000.0,80000.0,Diesel,Individual,Manual,First Owner,25.01,1498.0,89.75,5.0,5.9,1000-1500cc,25-30 kmpl,9,1,1,1,0,0,3
Hyundai Xcent 1.1 CRDi S,2016,350000.0,120000.0,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0,3.5,1000-1500cc,20-25 kmpl,8,1,1,1,2,0,2
Maruti Ignis 1.2 Zeta BSIV,2017,484999.0,30000.0,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,4.84999,1000-1500cc,20-25 kmpl,7,3,1,1,0,0,2
Tata Indica Vista TDI LS,2015,240000.0,110000.0,Diesel,Individual,Manual,Second Owner,19.1,1405.0,70.0,5.0,2.4,1000-1500cc,15-20 kmpl,9,1,1,1,2,0,1
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,500000.0,155000.0,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,5.0,2000-2500cc,10-15 kmpl,16,1,1,1,2,2,0
Maruti Alto 800 LXI,2017,300000.0,80000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,3.0,<1000cc,20-25 kmpl,7,3,1,1,0,4,2
Maruti Ciaz RS ZDi Plus SHVS,2016,750000.0,80000.0,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,7.5,1000-1500cc,25-30 kmpl,8,1,1,1,0,0,3
Maruti Swift Dzire VXI,2016,574000.0,35000.0,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,5.74,1000-1500cc,20-25 kmpl,8,3,1,1,2,0,2
Tata Indica Vista Quadrajet 90 VX,2013,200000.0,155000.0,Diesel,Individual,Manual,First Owner,22.3,1248.0,88.8,5.0,2.0,1000-1500cc,20-25 kmpl,11,1,1,1,0,0,2
Hyundai Creta 1.6 CRDi SX Option,2016,1100000.0,94000.0,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,11.0,1500-2000cc,15-20 kmpl,8,1,1,1,0,1,1
Hyundai Santro Xing GL Plus,2012,350000.0,80000.0,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,3.5,1000-1500cc,15-20 kmpl,12,3,1,1,0,0,1
Maruti 800 DX,1998,110000.0,100000.0,Petrol,Individual,Manual,Second Owner,16.1,796.0,47.3,5.0,1.1,<1000cc,15-20 kmpl,26,3,1,1,2,4,1
Ford Ikon 1.3 Flair,2005,120000.0,90000.0,Petrol,Individual,Manual,Second Owner,13.8,1299.0,70.0,5.0,1.2,1000-1500cc,10-15 kmpl,19,3,1,1,2,0,0
Toyota Innova 2.5 G (Diesel) 7 Seater,2012,700000.0,155000.0,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,7.0,7.0,2000-2500cc,10-15 kmpl,12,1,1,1,2,2,0
Maruti Baleno Sigma 1.2,2019,500000.0,11500.0,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,5.0,1000-1500cc,20-25 kmpl,5,3,1,1,0,0,2
Tata Indigo CS LS (TDI) BS-III,2016,370000.0,90000.0,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,3.7,1000-1500cc,15-20 kmpl,8,1,1,1,0,0,1
Tata Tigor 2017-2020 XZ Plus,2019,600000.0,11500.0,Petrol,Individual,Manual,First Owner,20.3,1199.0,83.81,5.0,6.0,1000-1500cc,20-25 kmpl,5,3,1,1,0,0,2
Maruti Zen LX - BS III,2006,110000.0,120000.0,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0,1.1,<1000cc,15-20 kmpl,18,3,1,1,2,4,1
Maruti Swift VDI,2013,409999.0,90000.0,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,4.09999,1000-1500cc,20-25 kmpl,11,1,1,1,2,0,2
Honda City i VTEC CVT SV,2016,750000.0,50000.0,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.3,5.0,7.5,1000-1500cc,15-20 kmpl,8,3,1,0,0,0,1
Hyundai Grand i10 1.2 Kappa Asta,2017,600000.0,11500.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,6.0,1000-1500cc,15-20 kmpl,7,3,1,1,0,0,1
Mahindra KUV 100 G80 K8 Dual Tone,2018,550000.0,11500.0,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,5.5,1000-1500cc,15-20 kmpl,6,3,1,1,0,0,1
Renault Duster 110PS Diesel RxZ,2018,950000.0,26000.0,Diesel,Individual,Manual,First Owner,19.6,1461.0,108.45,5.0,9.5,1000-1500cc,15-20 kmpl,6,1,1,1,0,0,1
Mahindra Scorpio VLX 2WD ABS AT BSIII,2014,645000.0,139000.0,Diesel,Individual,Automatic,First Owner,11.79,2179.0,120.0,7.0,6.45,2000-2500cc,10-15 kmpl,10,1,1,0,0,2,0
Mahindra XUV500 W8 2WD,2014,750000.0,60000.0,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,7.5,2000-2500cc,15-20 kmpl,10,1,1,1,2,2,1
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,2006,650000.0,40000.0,Petrol,Individual,Manual,First Owner,11.7,1796.0,147.9,5.0,6.5,1500-2000cc,10-15 kmpl,18,3,1,1,0,1,0
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015,800000.0,25000.0,Petrol,Individual,Manual,First Owner,15.85,1499.0,110.4,5.0,8.0,1000-1500cc,15-20 kmpl,9,3,1,1,0,0,1
Toyota Corolla Altis 1.8 J,2010,350000.0,60000.0,Petrol,Individual,Manual,Second Owner,14.53,1798.0,138.0,5.0,3.5,1500-2000cc,10-15 kmpl,14,3,1,1,2,1,0
